Action;CategoryPath;ID;Name;Code;Description;ShortDescription;Brand;Price;RRP;Image1;Image2;Image3;Image4;Image5;MetaTitle;MetaDescription;MetaKeywords;Stock;Weight;TaxRateID;Condition;GTIN;MPN;SpecialOffer;OrderLocation;OrderNote;Hidden;Image1Address;Image2Address;WebAddress;VariantNames;VariantItem1;VariantItem2;VariantItem3;VariantItem4;VariantItem5;VariantDefault;Image3Address;Image4Address;Image5Address;CategoryManagement;RelatedProducts;OptionName;OptionSize;OptionType;OptionValidation;OptionItemName;OptionItemPriceExtra;OptionItemOrder
Product;Home > Verano > Batas;906;Bata seductora;LFNSSM-BAT-05;"<p>Sexy bata verano.</p>
<p>Se utiliza para ir de una forma más glamurosa a la playa, por lo que se pone siempre arriba del biquini.</p>
<p> </p>";"Seductora bata estampada con hojas de palmera.";Lencería Finíssima;13.50;16.34;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/bata_05.jpg;;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Verano > Batas;906;Bata seductora;LFNSSM-BAT-05;"<p>Sexy bata verano.</p>
<p>Se utiliza para ir de una forma más glamurosa a la playa, por lo que se pone siempre arriba del biquini.</p>
<p> </p>";"Seductora bata estampada con hojas de palmera.";Lencería Finíssima;13.50;16.34;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/bata_05.jpg;;;Talla;Talla única;;;;;Yes;;;;;;;;;;;;
Product;Home > Verano > Batas;86;Bata Hippie Beach;LFNSSM-BAT-4000;"<p>Sexy bata verano.</p>
<p>Se utiliza para ir de una forma más glamurosa a la playa, por lo que se pone siempre arriba del biquini.</p>
<p> </p>";"Seductora bata floral.";Lencería Finíssima;13.95;16.88;Image Assigned;Image Assigned;Image Assigned;Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/bat-4000.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/bat-4000-2.jpg;;;;;;;;;http://www.lenceriafinissima.com/images/stories/virtuemart/product/bat-4000-3.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/bat-4000-4.jpg;;;;;;;;;;
Product Variant;Home > Verano > Batas;86;Bata Hippie Beach;LFNSSM-BAT-4000;"<p>Sexy bata verano.</p>
<p>Se utiliza para ir de una forma más glamurosa a la playa, por lo que se pone siempre arriba del biquini.</p>
<p> </p>";"Seductora bata floral.";Lencería Finíssima;13.95;16.88;Image Assigned;Image Assigned;Image Assigned;Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/bat-4000.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/bat-4000-2.jpg;;Talla;Talla única;;;;;Yes;http://www.lenceriafinissima.com/images/stories/virtuemart/product/bat-4000-3.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/bat-4000-4.jpg;;;;;;;;;;
Product;Home > Lencería Femenina > Chemises;128;Chemise color blanco cristal;LFNSSM-CHE-6000;"<p>Atractivo chemise de color blanco confeccionado con microtul semitransparente y decorado con rallas horizontales.</p>
<p>Incluye tanga a juego.</p>";"Chemise novia seductora";Lencería Finíssima;8.00;9.68;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6000.jpg;;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;128;Chemise color blanco cristal;LFNSSM-CHE-6000;"<p>Atractivo chemise de color blanco confeccionado con microtul semitransparente y decorado con rallas horizontales.</p>
<p>Incluye tanga a juego.</p>";"Chemise novia seductora";Lencería Finíssima;8.00;9.68;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6000.jpg;;;Talla;Talla única;;;;;Yes;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;128;Chemise color blanco cristal;LFNSSM-CHE-6000;"<p>Atractivo chemise de color blanco confeccionado con microtul semitransparente y decorado con rallas horizontales.</p>
<p>Incluye tanga a juego.</p>";"Chemise novia seductora";Lencería Finíssima;8.00;9.68;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6000.jpg;;;Color;Blanco;;;;;No;;;;;;;;;;;;
Product;Home > Lencería Femenina > Chemises;129;Chemise Novia;LFNSSM-CHE-6001;"";"";Lencería Finíssima;8.00;9.68;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6001.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6001 2.jpg;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;129;Chemise Novia;LFNSSM-CHE-6001;"";"";Lencería Finíssima;8.00;9.68;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6001.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6001 2.jpg;;Talla;Talla única;;;;;Yes;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;129;Chemise Novia;LFNSSM-CHE-6001;"";"";Lencería Finíssima;8.00;9.68;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6001.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6001 2.jpg;;Color;Blanco;;;;;No;;;;;;;;;;;;
Product;Home > Lencería Femenina > Chemises;133;Chemise con Lazo;LFNSSM-CHE-6002;"<p>Sensual chemise confeccionado con microtul blanco y detalles de encaje en sentido horizontal.</p>
<p>Incluye tanga y ligero a juego.</p>";"Chemise novia seductora";Lencería Finíssima;8.00;9.68;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6002.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6002_1.jpg;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;133;Chemise con Lazo;LFNSSM-CHE-6002;"<p>Sensual chemise confeccionado con microtul blanco y detalles de encaje en sentido horizontal.</p>
<p>Incluye tanga y ligero a juego.</p>";"Chemise novia seductora";Lencería Finíssima;8.00;9.68;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6002.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6002_1.jpg;;Talla;Talla única;;;;;Yes;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;133;Chemise con Lazo;LFNSSM-CHE-6002;"<p>Sensual chemise confeccionado con microtul blanco y detalles de encaje en sentido horizontal.</p>
<p>Incluye tanga y ligero a juego.</p>";"Chemise novia seductora";Lencería Finíssima;8.00;9.68;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6002.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6002_1.jpg;;Color;Blanco;;;;;No;;;;;;;;;;;;
Product;Home > Lencería Femenina > Chemises;134;Chemise de Encaje;LFNSSM-CHE-6003;"<p>Atractivo chemise confeccionado de microtul blanco semitransparente con detalles de encaje.</p>
<p>Incluye tanga a juego</p>";"Chemise boda espalda descubierta";Lencería Finíssima;8.00;9.68;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6003.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6003_2.jpg;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;134;Chemise de Encaje;LFNSSM-CHE-6003;"<p>Atractivo chemise confeccionado de microtul blanco semitransparente con detalles de encaje.</p>
<p>Incluye tanga a juego</p>";"Chemise boda espalda descubierta";Lencería Finíssima;8.00;9.68;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6003.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6003_2.jpg;;Talla;Talla única;;;;;Yes;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;134;Chemise de Encaje;LFNSSM-CHE-6003;"<p>Atractivo chemise confeccionado de microtul blanco semitransparente con detalles de encaje.</p>
<p>Incluye tanga a juego</p>";"Chemise boda espalda descubierta";Lencería Finíssima;8.00;9.68;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6003.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6003_2.jpg;;Color;Blanco;;;;;No;;;;;;;;;;;;
Product;Home > Lencería Femenina > Chemises;216;Chemise Pink;LFNSSM-CHE-6007;"<p>Seductor chemise semitransparente en la parte delantera.</p>
<p>Incluye tanga y gargantilla a juego.</p>";"Chemise de algodón y puntilla.";Lencería Finíssima;8.90;10.77;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6007.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6007_1.jpg;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;216;Chemise Pink;LFNSSM-CHE-6007;"<p>Seductor chemise semitransparente en la parte delantera.</p>
<p>Incluye tanga y gargantilla a juego.</p>";"Chemise de algodón y puntilla.";Lencería Finíssima;8.90;10.77;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6007.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6007_1.jpg;;Talla;Talla única;;;;;Yes;;;;;;;;;;;;
Product;Home > Lencería Femenina > Chemises;215;Chemise Blue;LFNSSM-CHE-6008;"<p><span style=""line-height: 1.3em;"">Atractivo chemise de encaje color azul muy sensual para una estupenda noche romántica.</span></p>
<p>Se abrocha con una lazada cruzada en la espalda.</p>
<p>Incluye tanga a juego.</p>
<p> </p>
<p> </p>";"Chemise de encaje de blonda";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6008.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6008_1.jpg;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;215;Chemise Blue;LFNSSM-CHE-6008;"<p><span style=""line-height: 1.3em;"">Atractivo chemise de encaje color azul muy sensual para una estupenda noche romántica.</span></p>
<p>Se abrocha con una lazada cruzada en la espalda.</p>
<p>Incluye tanga a juego.</p>
<p> </p>
<p> </p>";"Chemise de encaje de blonda";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6008.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6008_1.jpg;;Talla;Talla única;;;;;Yes;;;;;;;;;;;;
Product;Home > Lencería Femenina > Chemises;205;Chemise de tiras;LFNSSM-CHE-6011;"<p>Chemise sexy.  </p>
<p>Conjunto compuesto de microtul y encaje con original y atractivo diseño sexy.</p>
<p>Incluye tanga a juego.</p>
<p> </p>";"Chemise cinta con encaje";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6011.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6011_2.jpg;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;205;Chemise de tiras;LFNSSM-CHE-6011;"<p>Chemise sexy.  </p>
<p>Conjunto compuesto de microtul y encaje con original y atractivo diseño sexy.</p>
<p>Incluye tanga a juego.</p>
<p> </p>";"Chemise cinta con encaje";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6011.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6011_2.jpg;;Talla;Talla única;;;;;Yes;;;;;;;;;;;;
Product;Home > Lencería Femenina > Chemises;201;Chemise Negro;LFNSSM-CHE-6015;"<p><span style=""line-height: 1.3em;"">Atractivo chemise semitransparente color negro detallado con cintas.</span></p>
<p><span style=""line-height: 1.3em;"">Se abrocha en la parte trasera del cuello.</span></p>
<p><span style=""line-height: 1.3em;"">Incluye tanga y ligero a juego.</span></p>";"Chemise seducción";Lencería Finíssima;10.00;12.10;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6015.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6015_2.jpg;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;201;Chemise Negro;LFNSSM-CHE-6015;"<p><span style=""line-height: 1.3em;"">Atractivo chemise semitransparente color negro detallado con cintas.</span></p>
<p><span style=""line-height: 1.3em;"">Se abrocha en la parte trasera del cuello.</span></p>
<p><span style=""line-height: 1.3em;"">Incluye tanga y ligero a juego.</span></p>";"Chemise seducción";Lencería Finíssima;10.00;12.10;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6015.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6015_2.jpg;;Talla;Talla única;;;;;Yes;;;;;;;;;;;;
Product;Home > Lencería Femenina > Chemises;283;Chemise de Cuero;LFNSSM-CHE-6019;"<p>Sensual chemise de color negro semitransparente en la parte lateral para darle un toque sexy.</p>
<p>Microtul en la parte del pecho y zona delantera. </p>
<p>Se abrocha con un lazo de color negro en los dos laterales.</p>
<p>Incluye tanga y ligero a juego.</p>";"Chemise de cuero";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6019.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6019_2.jpg;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;283;Chemise de Cuero;LFNSSM-CHE-6019;"<p>Sensual chemise de color negro semitransparente en la parte lateral para darle un toque sexy.</p>
<p>Microtul en la parte del pecho y zona delantera. </p>
<p>Se abrocha con un lazo de color negro en los dos laterales.</p>
<p>Incluye tanga y ligero a juego.</p>";"Chemise de cuero";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6019.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6019_2.jpg;;Talla;Talla única;;;;;Yes;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;283;Chemise de Cuero;LFNSSM-CHE-6019;"<p>Sensual chemise de color negro semitransparente en la parte lateral para darle un toque sexy.</p>
<p>Microtul en la parte del pecho y zona delantera. </p>
<p>Se abrocha con un lazo de color negro en los dos laterales.</p>
<p>Incluye tanga y ligero a juego.</p>";"Chemise de cuero";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6019.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6019_2.jpg;;Color;Negro;;;;;No;;;;;;;;;;;;
Product;Home > Lencería Femenina > Chemises;285;Chemise Elegante;LFNSSM-CHE-6021;"<p>Elegante y novedoso chemise.</p>
<p>Confeccionado con microtul semitransparente de encaje diseño floral.</p>
<p>Incluye tanga de cortesía a juego.</p>";"Seductor chemise.";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;Image Assigned;Image Assigned;Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_2.jpg;;;;;;;;;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_3.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_4.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_5.jpg;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;285;Chemise Elegante;LFNSSM-CHE-6021;"<p>Elegante y novedoso chemise.</p>
<p>Confeccionado con microtul semitransparente de encaje diseño floral.</p>
<p>Incluye tanga de cortesía a juego.</p>";"Seductor chemise.";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;Image Assigned;Image Assigned;Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_2.jpg;;Talla;Talla única;;;;;Yes;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_3.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_4.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_5.jpg;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;285;Chemise Elegante;LFNSSM-CHE-6021;"<p>Elegante y novedoso chemise.</p>
<p>Confeccionado con microtul semitransparente de encaje diseño floral.</p>
<p>Incluye tanga de cortesía a juego.</p>";"Seductor chemise.";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;Image Assigned;Image Assigned;Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_2.jpg;;Color;Negro;;;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_3.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_4.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_5.jpg;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;285;Chemise Elegante;LFNSSM-CHE-6021;"<p>Elegante y novedoso chemise.</p>
<p>Confeccionado con microtul semitransparente de encaje diseño floral.</p>
<p>Incluye tanga de cortesía a juego.</p>";"Seductor chemise.";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;Image Assigned;Image Assigned;Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_2.jpg;;Color;Salmon;;;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_3.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_4.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_5.jpg;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;285;Chemise Elegante;LFNSSM-CHE-6021;"<p>Elegante y novedoso chemise.</p>
<p>Confeccionado con microtul semitransparente de encaje diseño floral.</p>
<p>Incluye tanga de cortesía a juego.</p>";"Seductor chemise.";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;Image Assigned;Image Assigned;Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_2.jpg;;Color;Amarillo;;;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_3.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_4.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6021_5.jpg;;;;;;;;;
Product;Home > Lencería Femenina > Chemises;287;Chemise Trasparente;LFNSSM-CHE-6023;"<p>Chemise transparente con raso en pecho</p>";"Chemise seductor";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6023.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6023_2.jpg;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;287;Chemise Trasparente;LFNSSM-CHE-6023;"<p>Chemise transparente con raso en pecho</p>";"Chemise seductor";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6023.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6023_2.jpg;;Talla;Talla única;;;;;Yes;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;287;Chemise Trasparente;LFNSSM-CHE-6023;"<p>Chemise transparente con raso en pecho</p>";"Chemise seductor";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6023.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6023_2.jpg;;Color;Rojo;;;;;No;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;287;Chemise Trasparente;LFNSSM-CHE-6023;"<p>Chemise transparente con raso en pecho</p>";"Chemise seductor";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6023.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6023_2.jpg;;Color;Azul;;;;;No;;;;;;;;;;;;
Product;Home > Lencería Femenina > Chemises;289;Chemise sexy turquesa;LFNSSM-CHE-6025;"<p>Chemise Seductor.</p>
<p>Espectacular chemise color turquesa semitransparente con encajes a juego.</p>
<p>Incluye tanga.</p>";"Chemise transparente de blonda";Lencería Finíssima;8.50;10.29;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6025.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6025_2.jpg;;;;;;;;;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;289;Chemise sexy turquesa;LFNSSM-CHE-6025;"<p>Chemise Seductor.</p>
<p>Espectacular chemise color turquesa semitransparente con encajes a juego.</p>
<p>Incluye tanga.</p>";"Chemise transparente de blonda";Lencería Finíssima;8.50;10.29;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6025.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6025_2.jpg;;Talla;Talla única;;;;;Yes;;;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;289;Chemise sexy turquesa;LFNSSM-CHE-6025;"<p>Chemise Seductor.</p>
<p>Espectacular chemise color turquesa semitransparente con encajes a juego.</p>
<p>Incluye tanga.</p>";"Chemise transparente de blonda";Lencería Finíssima;8.50;10.29;Image Assigned;Image Assigned;No Image Assigned;No Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6025.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6025_2.jpg;;Color;Purpura;;;;;No;;;;;;;;;;;;
Product;Home > Lencería Femenina > Chemises;291;Chemise Medianoche;LFNSSM-CHE-6027;"<p>Sensual chemise.</p>
<p>Atractivo chemise de diferentes colores con transparencias en los laterales.</p>
<p>Lencería finíssima tiene diferentes diseños y este es uno de los más novedosos.</p>
<p>Incluye tanga a juego.</p>
<p> </p>";"Chemises blonda";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;Image Assigned;Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6027.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6027_3.jpg;;;;;;;;;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6027_4.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6027_5.jpg;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;291;Chemise Medianoche;LFNSSM-CHE-6027;"<p>Sensual chemise.</p>
<p>Atractivo chemise de diferentes colores con transparencias en los laterales.</p>
<p>Lencería finíssima tiene diferentes diseños y este es uno de los más novedosos.</p>
<p>Incluye tanga a juego.</p>
<p> </p>";"Chemises blonda";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;Image Assigned;Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6027.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6027_3.jpg;;Talla;Talla única;;;;;Yes;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6027_4.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6027_5.jpg;;;;;;;;;;
Product Variant;Home > Lencería Femenina > Chemises;291;Chemise Medianoche;LFNSSM-CHE-6027;"<p>Sensual chemise.</p>
<p>Atractivo chemise de diferentes colores con transparencias en los laterales.</p>
<p>Lencería finíssima tiene diferentes diseños y este es uno de los más novedosos.</p>
<p>Incluye tanga a juego.</p>
<p> </p>";"Chemises blonda";Lencería Finíssima;9.00;10.89;Image Assigned;Image Assigned;Image Assigned;Image Assigned;No Image Assigned;;;;999;0;1;;;;No;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6027.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6027_3.jpg;;Color;Negro;;;;;No;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6027_4.jpg;http://www.lenceriafinissima.com/images/stories/virtuemart/product/che-6027_5.jpg;;;;;;;;;;
